weight_exp,original_time,optimized_time,speedup
1.0,0.019342756271362303,0.004014778137207031,4.817889210888878
2.0,0.01883692741394043,0.003779745101928711,4.983650194910871
3.0,0.01859889030456543,0.0036786079406738283,5.055958831306872
4.0,0.01872420310974121,0.0036468505859375,5.134348849372385
